id,year,month,state,tot_no_pw_reg_anc,no_early_anc_register,early_anc_register,no_anc_4_or_more,anc_4_or_more,no_pw_given_tt1,pw_tt1_given,no_pw_given_tt2,pw_tt2_given,no_pw_given_tt_booster,pw_tt_booster_given,no_pw_given_calcium,pw_calcium,no_pw_given_ifa,pw_ifa,no_pw_given_albendazole,pw_albendazole,tot_c_section_deliveries,c_section_deliveries,tot_chld_born,tot_still_birth,per_still_birth
3835,2018-2019,January,Haryana,53531,38945,72.75,36888,68.91,35632,96.60,28750,77.94,12643,34.27,33833,91.72,27429,74.36,29392,79.68,7978,18.68,45516,605,13.29
3836,2018-2019,January,Himachal Pradesh,9405,8366,88.95,7359,78.25,6749,91.71,5776,78.49,2535,34.45,7700,104.63,7666,104.17,6106,82.97,1631,23.79,7570,95,12.55
3838,2018-2019,January,Jharkhand,80534,49444,61.40,64848,80.52,62790,96.83,53834,83.02,13321,20.54,43550,67.16,84067,129.64,19971,30.80,4473,7.42,62913,736,11.70
3839,2018-2019,January,Karnataka,89500,73811,82.47,88737,99.15,76736,86.48,70766,79.75,26116,29.43,96773,109.06,106861,120.42,67057,75.57,23177,31.86,72301,752,10.40
3840,2018-2019,January,Kerala,39947,34589,86.59,42366,106.06,36692,86.61,34662,81.82,1325,3.13,16451,38.83,42374,100.02,2670,6.30,15228,41.06,37471,152,4.06
3841,2018-2019,January,Lakshadweep,121,110,90.91,108,89.26,74,68.52,67,62.04,11,10.19,137,126.85,153,141.67,22,20.37,31,39.24,78,0,0.00
3842,2018-2019,January,Madhya Pradesh,134116,91561,68.27,106492,79.40,102926,96.65,92396,86.76,28871,27.11,109123,102.47,125023,117.40,86703,81.42,11528,10.58,112436,1768,15.72
3843,2018-2019,January,Maharashtra,175839,137703,78.31,155736,88.57,119677,76.85,107877,69.27,55554,35.67,153555,98.60,164642,105.72,95561,61.36,32748,23.30,140868,1225,8.70
3844,2018-2019,January,Manipur,4897,3007,61.40,2637,53.85,2869,108.80,2067,78.38,700,26.55,1097,41.60,2045,77.55,314,11.91,707,29.24,2990,14,4.68
3845,2018-2019,January,Meghalaya,11115,3451,31.05,4398,39.57,4896,111.32,4034,91.72,2471,56.18,2530,57.53,3252,73.94,1492,33.92,626,14.15,7871,175,22.23
3846,2018-2019,January,Mizoram,1573,1115,70.88,874,55.56,1015,116.13,876,100.23,448,51.26,464,53.09,720,82.38,167,19.11,303,19.52,1749,26,14.87
3847,2018-2019,January,Nagaland,3153,874,27.72,730,23.15,1396,191.23,825,113.01,335,45.89,180,24.66,514,70.41,115,15.75,229,16.52,1711,32,18.70
3848,2018-2019,January,Odisha,56083,48620,86.69,50825,90.62,48595,95.61,46969,92.41,5043,9.92,37353,73.49,52681,103.65,33075,65.08,12048,22.24,55333,1191,21.52
3849,2018-2019,January,Puducherry,8303,2905,34.99,4103,49.42,1717,41.85,1737,42.33,330,8.04,1089,26.54,3909,95.27,1021,24.88,1080,34.89,3083,35,11.35
3850,2018-2019,January,Punjab,39302,31979,81.37,30873,78.55,34412,111.46,29761,96.40,2545,8.24,12192,39.49,20371,65.98,10465,33.90,12995,39.20,33663,441,13.10
3851,2018-2019,January,Rajasthan,160137,111159,69.41,81945,51.17,95256,116.24,80267,97.95,52581,64.17,91380,111.51,67777,82.71,67147,81.94,14109,12.36,115787,1966,16.98
3852,2018-2019,January,Sikkim,751,613,81.62,562,74.83,579,103.02,471,83.81,57,10.14,494,87.90,436,77.58,270,48.04,210,34.48,600,6,10.00
3853,2018-2019,January,Tamil Nadu,86500,80955,93.59,78360,90.59,73256,93.49,72146,92.07,14641,18.68,30959,39.51,84592,107.95,29413,37.54,30829,44.09,69938,434,6.21
3854,2018-2019,January,Telangana,64164,42312,65.94,72489,112.97,60179,83.02,54539,75.24,6611,9.12,70852,97.74,82771,114.18,19757,27.26,27149,53.12,52317,268,5.12
3855,2018-2019,January,Tripura,6086,3873,63.64,3642,59.84,4356,119.60,3752,103.02,345,9.47,1043,28.64,3505,96.24,175,4.81,958,22.34,4581,77,16.81
3856,2018-2019,January,Uttarakhand,18094,12336,68.18,11026,60.94,14129,128.14,12073,109.50,2924,26.52,11448,103.83,6861,62.23,1188,10.77,1608,14.33,12731,171,13.43
3857,2018-2019,January,Uttar Pradesh,458699,239551,52.22,290886,63.42,335003,115.17,274061,94.22,83167,28.59,192441,66.16,450415,154.84,75923,26.10,18573,6.44,323519,4015,12.41
3858,2018-2019,January,West Bengal,132320,116926,88.37,114266,86.36,116080,101.59,105525,92.35,11508,10.07,72556,63.50,114114,99.87,88199,77.19,41121,35.94,115754,1833,15.84
3859,2018-2019,February,Andhra Pradesh,74459,61886,83.11,68762,92.35,67944,98.81,65350,95.04,5271,7.67,52817,76.81,71062,103.34,28160,40.95,19552,36.36,53437,574,10.74
3861,2018-2019,February,Arunachal Pradesh,2266,797,35.17,625,27.58,1520,243.20,975,156.00,187,29.92,729,116.64,1109,177.44,144,23.04,219,16.50,1456,20,13.74
3862,2018-2019,February,Assam,63447,55922,88.14,49865,78.59,53377,107.04,42226,84.68,4749,9.52,52619,105.52,61352,123.04,28218,56.59,9972,22.38,48688,1000,20.54
3863,2018-2019,February,Bihar,284503,194292,68.29,181799,63.90,159509,87.74,115668,63.62,98261,54.05,144327,79.39,200017,110.02,62703,34.49,3386,2.61,160657,1767,11.00
3864,2018-2019,February,Chandigarh,2828,2400,84.87,2999,106.05,1983,66.12,1659,55.32,528,17.61,2794,93.16,2789,93.00,1539,51.32,701,34.46,2029,42,20.70
3865,2018-2019,February,Chhattisgarh,55656,49014,88.07,53417,95.98,43061,80.61,43996,82.36,11972,22.41,45839,85.81,57286,107.24,41091,76.92,6169,16.32,38347,686,17.89
3868,2018-2019,February,Delhi,76288,28452,37.30,34111,44.71,25078,73.52,17214,50.46,3384,9.92,38359,112.45,42175,123.64,12421,36.41,6663,33.46,20726,313,15.10
3869,2018-2019,February,Goa,2326,1274,54.77,1711,73.56,1021,59.67,927,54.18,180,10.52,1765,103.16,1774,103.68,546,31.91,599,43.69,1369,13,9.50
3870,2018-2019,February,Gujarat,113844,97134,85.32,93959,82.53,90153,95.95,80325,85.49,27134,28.88,109246,116.27,110594,117.70,93350,99.35,12837,16.41,77938,810,10.39
3871,2018-2019,February,Haryana,47301,35779,75.64,29331,62.01,33199,113.19,24748,84.37,11084,37.79,31183,106.31,28530,97.27,26543,90.49,6680,20.85,34344,505,14.70
3872,2018-2019,February,Himachal Pradesh,9433,8325,88.25,6727,71.31,6744,100.25,6058,90.06,2453,36.46,7665,113.94,7867,116.95,6431,95.60,1379,24.24,6231,67,10.75
3874,2018-2019,February,Jharkhand,81881,49978,61.04,64716,79.04,62321,96.30,52252,80.74,12864,19.88,48643,75.16,100573,155.41,21261,32.85,4576,8.44,54160,655,12.09
3875,2018-2019,February,Karnataka,94776,77567,81.84,94252,99.45,79766,84.63,71054,75.39,27686,29.37,107979,114.56,114511,121.49,69863,74.12,23393,31.69,73680,701,9.51
3876,2018-2019,February,Kerala,38917,33750,86.72,41255,106.01,35409,85.83,33121,80.28,1212,2.94,15777,38.24,41838,101.41,2799,6.78,14424,40.21,35327,164,4.64
3877,2018-2019,February,Lakshadweep,110,100,90.91,91,82.73,66,72.53,57,62.64,29,31.87,130,142.86,108,118.68,18,19.78,31,41.89,75,0,0.00
3878,2018-2019,February,Madhya Pradesh,151542,102748,67.80,110271,72.77,115716,104.94,90310,81.90,32070,29.08,114826,104.13,134963,122.39,92228,83.64,10933,11.12,101642,1628,16.02
3879,2018-2019,February,Maharashtra,185791,147199,79.23,159083,85.62,124474,78.24,109663,68.93,58728,36.92,160313,100.77,175309,110.20,107211,67.39,29753,23.41,127967,1133,8.85
3880,2018-2019,February,Manipur,4751,2889,60.81,2300,48.41,2909,126.48,1948,84.70,593,25.78,1025,44.57,1930,83.91,219,9.52,638,24.61,3183,20,6.28
3881,2018-2019,February,Meghalaya,11218,3838,34.21,4237,37.77,4744,111.97,3372,79.58,2194,51.78,2832,66.84,3667,86.55,1514,35.73,601,15.09,6994,134,19.16
3882,2018-2019,February,Mizoram,2464,1826,74.11,1002,40.67,1200,119.76,884,88.22,551,54.99,774,77.25,832,83.03,323,32.24,254,17.09,1714,18,10.50
3883,2018-2019,February,Nagaland,3301,979,29.66,705,21.36,1604,227.52,768,108.94,210,29.79,213,30.21,631,89.50,137,19.43,243,19.24,1565,21,13.42
3884,2018-2019,February,Odisha,64187,55764,86.88,50156,78.14,57433,114.51,47037,93.78,5933,11.83,39375,78.51,54412,108.49,35396,70.57,10358,22.29,47456,1103,23.24
3885,2018-2019,February,Puducherry,8140,2772,34.05,4042,49.66,1693,41.89,1584,39.19,335,8.29,1214,30.03,3479,86.07,1119,27.68,884,33.60,2604,41,15.75
3886,2018-2019,February,Punjab,43350,35405,81.67,29420,67.87,38449,130.69,32617,110.87,3122,10.61,15534,52.80,22046,74.94,11798,40.10,9885,37.69,26654,358,13.43
3887,2018-2019,February,Rajasthan,164881,114606,69.51,75793,45.97,99407,131.16,83003,109.51,55404,73.10,85136,112.33,69220,91.33,68779,90.75,11350,12.82,90124,1553,17.23
3888,2018-2019,February,Sikkim,747,613,82.06,396,53.01,589,148.74,511,129.04,47,11.87,469,118.43,409,103.28,321,81.06,178,35.74,498,6,12.05
3889,2018-2019,February,Tamil Nadu,86523,81191,93.84,78249,90.44,73217,93.57,70917,90.63,14777,18.88,30878,39.46,81661,104.36,28256,36.11,28957,44.59,64874,429,6.61
3890,2018-2019,February,Telangana,69767,44768,64.17,71962,103.15,68358,94.99,58446,81.22,7445,10.35,74491,103.51,81420,113.14,26253,36.48,22499,51.98,44739,221,4.94
3891,2018-2019,February,Tripura,6245,4000,64.05,3305,52.92,4558,137.91,3657,110.65,432,13.07,1134,34.31,3437,103.99,133,4.02,819,22.24,4034,66,16.36
3892,2018-2019,February,Uttarakhand,20884,14399,68.95,11453,54.84,16257,141.95,12516,109.28,3405,29.73,14655,127.96,10572,92.31,1619,14.14,1643,16.80,11351,139,12.25
3893,2018-2019,February,Uttar Pradesh,530621,280006,52.77,327809,61.78,381072,116.25,299137,91.25,97615,29.78,225199,68.70,505031,154.06,87905,26.82,15344,5.66,305142,3808,12.48
3894,2018-2019,February,West Bengal,149233,133189,89.25,110622,74.13,130041,117.55,104194,94.19,12676,11.46,74265,67.13,115306,104.23,91211,82.45,33402,35.26,95750,1429,14.92
3895,2018-2019,March,Andhra Pradesh,69909,57663,82.48,68049,97.34,63954,93.98,69168,101.64,4873,7.16,52869,77.69,70636,103.80,26689,39.22,20258,38.43,52717,622,11.80
3897,2018-2019,March,Arunachal Pradesh,3055,1160,37.97,698,22.85,1891,270.92,1312,187.97,267,38.25,1054,151.00,1461,209.31,303,43.41,269,19.72,1512,15,9.92
3898,2018-2019,March,Assam,66368,57909,87.25,51426,77.49,48323,93.97,45117,87.73,4529,8.81,57894,112.58,63473,123.43,29304,56.98,10223,22.80,48824,1008,20.65
3899,2018-2019,March,Bihar,287967,193872,67.32,182756,63.46,159587,87.32,138553,75.81,100217,54.84,143856,78.71,200854,109.90,66673,36.48,3594,2.83,154108,1708,11.08
3900,2018-2019,March,Chandigarh,3095,2562,82.78,3029,97.87,2165,71.48,1777,58.67,513,16.94,2841,93.79,2834,93.56,1801,59.46,778,35.99,2129,56,26.30
3901,2018-2019,March,Chhattisgarh,53675,47221,87.98,53016,98.77,42072,79.36,42448,80.07,11351,21.41,42424,80.02,54522,102.84,40481,76.36,6296,16.14,39521,787,19.91
3904,2018-2019,March,Delhi,77153,27876,36.13,34031,44.11,25787,75.78,18991,55.81,3331,9.79,35191,103.41,42870,125.97,12669,37.23,6862,34.08,20800,368,17.69
3905,2018-2019,March,Goa,2319,1351,58.26,1758,75.81,979,55.69,876,49.83,176,10.01,1797,102.22,1834,104.32,679,38.62,600,41.72,1436,15,10.45
3906,2018-2019,March,Gujarat,123553,103269,83.58,99727,80.72,99592,99.86,86946,87.18,31639,31.73,115569,115.89,115693,116.01,98656,98.93,14424,17.18,84595,883,10.44
3907,2018-2019,March,Haryana,63283,43745,69.13,34292,54.19,41521,121.08,32007,93.34,15241,44.44,38277,111.62,38971,113.64,32556,94.94,6829,19.22,37139,509,13.71
3908,2018-2019,March,Himachal Pradesh,9631,8299,86.17,6962,72.29,6826,98.05,6391,91.80,2655,38.14,7811,112.19,8064,115.83,6973,100.16,1479,23.08,6986,90,12.88
3910,2018-2019,March,Jharkhand,77587,47884,61.72,62363,80.38,49769,79.81,43848,70.31,10271,16.47,43120,69.14,78532,125.93,21418,34.34,4652,8.10,59645,732,12.27
3911,2018-2019,March,Karnataka,97144,78454,80.76,99019,101.93,83009,83.83,72980,73.70,28315,28.60,112082,113.19,122199,123.41,69797,70.49,25231,31.22,80426,730,9.08
3912,2018-2019,March,Kerala,38189,32627,85.44,43462,113.81,36989,85.11,34178,78.64,1416,3.26,16547,38.07,41189,94.77,2903,6.68,16447,40.21,41040,178,4.34
3913,2018-2019,March,Lakshadweep,108,100,92.59,86,79.63,74,86.05,64,74.42,22,25.58,91,105.81,89,103.49,10,11.63,41,47.67,89,0,0.00
3914,2018-2019,March,Madhya Pradesh,176680,117097,66.28,128600,72.79,128594,100.00,110942,86.27,38903,30.25,132289,102.87,157790,122.70,111452,86.67,11691,11.14,107630,1853,17.22
3915,2018-2019,March,Maharashtra,192921,149655,77.57,168045,87.11,127265,75.73,116013,69.04,62266,37.05,168034,99.99,181433,107.97,108412,64.51,33074,23.49,141520,1245,8.80
3916,2018-2019,March,Manipur,5069,3136,61.87,2169,42.79,3027,139.56,2024,93.31,616,28.40,1092,50.35,2045,94.28,177,8.16,668,23.84,3350,11,3.28
3917,2018-2019,March,Meghalaya,13275,4477,33.73,4485,33.79,4919,109.68,3677,81.98,2152,47.98,3811,84.97,4880,108.81,1916,42.72,717,16.81,7570,163,21.53
3918,2018-2019,March,Mizoram,1861,1395,74.96,969,52.07,1183,122.08,1072,110.63,554,57.17,646,66.67,654,67.49,440,45.41,291,20.42,1637,14,8.55
3919,2018-2019,March,Nagaland,3547,1062,29.94,732,20.64,1714,234.15,953,130.19,301,41.12,299,40.85,669,91.39,208,28.42,217,16.28,1610,24,14.91
3920,2018-2019,March,Odisha,56898,49511,87.02,50679,89.07,49732,98.13,53727,106.01,5093,10.05,42819,84.49,56115,110.73,34149,67.38,11367,22.66,51232,1212,23.66
3921,2018-2019,March,Puducherry,7438,3246,43.64,4261,57.29,1808,42.43,1725,40.48,325,7.63,1190,27.93,2815,66.06,1216,28.54,1143,32.88,3460,38,10.98
3922,2018-2019,March,Punjab,44853,36087,80.46,28939,64.52,39728,137.28,37210,128.58,3127,10.81,16209,56.01,24282,83.91,13157,45.46,10073,38.64,26453,361,13.65
3923,2018-2019,March,Rajasthan,159441,104033,65.25,79777,50.04,93447,117.14,88369,110.77,54322,68.09,108506,136.01,68365,85.70,68956,86.44,16134,13.02,125154,2015,16.10
3924,2018-2019,March,Sikkim,842,640,76.01,461,54.75,681,147.72,599,129.93,57,12.36,469,101.74,434,94.14,291,63.12,186,35.98,519,10,19.27
3925,2018-2019,March,Tamil Nadu,89554,83911,93.70,80829,90.26,75813,93.79,75301,93.16,15500,19.18,31397,38.84,83539,103.35,29469,36.46,37695,46.61,80812,463,5.73
3926,2018-2019,March,Telangana,66815,43215,64.68,78794,117.93,62201,78.94,61580,78.15,6484,8.23,83171,105.55,89935,114.14,26221,33.28,26007,54.63,48779,264,5.41
3927,2018-2019,March,Tripura,6624,4366,65.91,3429,51.77,5022,146.46,4244,123.77,419,12.22,1203,35.08,3815,111.26,171,4.99,834,22.79,3843,75,19.52
3928,2018-2019,March,Uttarakhand,19123,13207,69.06,11707,61.22,15286,130.57,14078,120.25,2650,22.64,11666,99.65,11290,96.44,1585,13.54,1501,13.50,12304,156,12.68
3929,2018-2019,March,Uttar Pradesh,678395,350856,51.72,407988,60.14,486015,119.12,396033,97.07,132121,32.38,345902,84.78,807763,197.99,105574,25.88,25431,6.40,432060,4819,11.15
3930,2018-2019,March,West Bengal,146699,129222,88.09,114063,77.75,128178,112.37,130553,114.46,12852,11.27,85984,75.38,122691,107.56,102483,89.85,41104,39.23,105858,1490,14.08
3931,2018-2019,All,Andhra Pradesh,858326,697451,81.26,843616,98.29,795902,94.34,806400,95.59,59293,7.03,597048,70.77,837429,99.27,313799,37.20,270676,36.45,742723,7492,10.09
3933,2018-2019,All,Arunachal Pradesh,32159,12499,38.87,8811,27.40,20053,227.59,14502,164.59,3169,35.97,9394,106.62,14431,163.78,3711,42.12,3025,17.81,18708,252,13.47
3934,2018-2019,All,Assam,701133,601868,85.84,572055,81.59,605999,105.93,566831,99.09,60362,10.55,423370,74.01,684081,119.58,251249,43.92,120900,22.68,584655,12230,20.92
3935,2018-2019,All,Bihar,3271782,2188568,66.89,2176753,66.53,1781184,81.83,1596029,73.32,1113355,51.15,1644087,75.53,2255945,103.64,699180,32.12,45847,2.70,2050938,24267,11.83
3936,2018-2019,All,Chandigarh,42358,34127,80.57,38473,90.83,28420,73.87,23478,61.02,7176,18.65,38635,100.42,38192,99.27,20408,53.04,9595,33.13,28792,640,22.23
3937,2018-2019,All,Chhattisgarh,632015,557620,88.23,566381,89.62,506586,89.44,480345,84.81,129359,22.84,491503,86.78,617685,109.06,434141,76.65,75401,15.86,484317,9736,20.10
3940,2018-2019,All,Delhi,931041,335500,36.03,407668,43.79,297500,72.98,235993,57.89,41742,10.24,459551,112.73,477566,117.15,148748,36.49,84661,31.18,282190,5065,17.95
3941,2018-2019,All,Goa,26896,15369,57.14,18154,67.50,11688,64.38,10191,56.14,1989,10.96,19381,106.76,19488,107.35,7077,38.98,7743,43.21,17962,166,9.24
3942,2018-2019,All,Gujarat,1349576,1129103,83.66,1146788,84.97,1095437,95.52,947723,82.64,321901,28.07,1283227,111.90,1286293,112.16,1065616,92.92,187673,16.57,1137636,12186,10.71
3943,2018-2019,All,Haryana,591130,418428,70.78,436810,73.89,425235,97.35,364981,83.56,147718,33.82,381509,87.34,351876,80.56,366813,83.98,87964,18.52,499852,7562,15.13
3944,2018-2019,All,Himachal Pradesh,112583,98263,87.28,88538,78.64,78799,89.00,72942,82.38,30699,34.67,87515,98.84,89915,101.56,74805,84.49,18491,23.40,86872,1112,12.80
3946,2018-2019,All,Jharkhand,940941,550682,58.52,750214,79.73,724334,96.55,625185,83.33,149116,19.88,538171,71.74,875573,116.71,231571,30.87,56188,7.98,732000,9106,12.44
3947,2018-2019,All,Karnataka,1140111,928338,81.43,1123482,98.54,964956,85.89,880569,78.38,327048,29.11,1116475,99.38,1233196,109.77,834877,74.31,279885,30.74,907525,8847,9.75
3948,2018-2019,All,Kerala,504654,435004,86.20,507289,100.52,453422,89.38,415597,81.93,15308,3.02,170863,33.68,475849,93.80,34567,6.81,197696,40.86,487790,2028,4.16
3949,2018-2019,All,Lakshadweep,1266,1102,87.05,1166,92.10,883,75.73,794,68.10,178,15.27,1237,106.09,1256,107.72,145,12.44,353,41.78,849,10,11.78
3950,2018-2019,All,Madhya Pradesh,1875916,1231587,65.65,1399890,74.62,1428392,102.04,1252906,89.50,406421,29.03,1477845,105.57,1727497,123.40,1176917,84.07,134696,10.30,1359708,22979,16.90
3951,2018-2019,All,Maharashtra,2100266,1635676,77.88,1870511,89.06,1434497,76.69,1289413,68.93,648652,34.68,1772263,94.75,1977951,105.74,1145786,61.26,400894,23.39,1720964,16392,9.52
3952,2018-2019,All,Manipur,57301,34390,60.02,29030,50.66,35774,123.23,27094,93.33,7076,24.37,11342,39.07,22215,76.52,2541,8.75,7965,25.45,37991,189,4.97
3953,2018-2019,All,Meghalaya,141030,43756,31.03,52325,37.10,57913,110.68,45392,86.75,27439,52.44,31460,60.12,47240,90.28,18889,36.10,7232,14.83,83257,1758,21.12
3954,2018-2019,All,Mizoram,22750,16865,74.13,11015,48.42,14192,128.84,13007,118.08,6352,57.67,4561,41.41,8968,81.42,2759,25.05,3271,19.03,19289,189,9.80
3955,2018-2019,All,Nagaland,37553,10514,28.00,8155,21.72,17972,220.38,11191,137.23,3229,39.60,2419,29.66,5847,71.70,1477,18.11,2854,17.65,19606,306,15.61
3956,2018-2019,All,Odisha,738453,632652,85.67,597738,80.94,649697,108.69,629258,105.27,63541,10.63,312137,52.22,611663,102.33,380157,63.60,135783,21.53,646668,14361,22.21
3957,2018-2019,All,Puducherry,98869,33175,33.55,67567,68.34,20483,30.32,19886,29.43,3571,5.29,14131,20.91,47984,71.02,12638,18.70,14040,31.93,43695,510,11.67
3958,2018-2019,All,Punjab,456150,354243,77.66,358729,78.64,408720,113.94,392196,109.33,26500,7.39,136808,38.14,250733,69.89,128965,35.95,135073,37.09,371274,5268,14.19
3959,2018-2019,All,Rajasthan,1825723,1203106,65.90,908992,49.79,1086568,119.54,947743,104.26,596674,65.64,961944,105.83,824601,90.72,724054,79.65,152695,11.30,1368982,23896,17.46
3960,2018-2019,All,Sikkim,9420,7147,75.87,6278,66.65,7119,113.40,6791,108.17,738,11.76,5834,92.93,6564,104.56,3809,60.67,2487,35.32,7041,146,20.74
3961,2018-2019,All,Tamil Nadu,1054940,981236,93.01,957987,90.81,887428,92.63,868055,90.61,179295,18.72,378185,39.48,1009038,105.33,383097,39.99,432800,46.07,939599,6028,6.42
3962,2018-2019,All,Telangana,758446,487639,64.29,804940,106.13,700436,87.02,669288,83.15,97190,12.07,828913,102.98,978986,121.62,219341,27.25,307784,50.51,623664,3654,5.86
3963,2018-2019,All,Tripura,72307,46766,64.68,40717,56.31,54046,132.74,47739,117.25,4708,11.56,8836,21.70,40849,100.32,1842,4.52,11116,23.65,50035,862,17.23
3964,2018-2019,All,Uttarakhand,230252,148429,64.46,125467,54.49,177341,141.34,158391,126.24,30199,24.07,121576,96.90,73215,58.35,15529,12.38,20210,15.65,147253,1795,12.19
3965,2018-2019,All,Uttar Pradesh,6117234,2996142,48.98,3491050,57.07,4408545,126.28,3747519,107.35,1154553,33.07,2299950,65.88,5898429,168.96,924257,26.48,189765,5.58,3860684,48825,12.65
3966,2018-2019,All,West Bengal,1637996,1435848,87.66,1368238,83.53,1439918,105.24,1340962,98.01,146463,10.70,695000,50.80,1454370,106.30,1089277,79.61,461791,35.69,1313330,20753,15.80
3967,2019-2020,April,Andhra Pradesh,73042,59872,81.97,68344,93.57,61153,89.48,60033,87.84,6662,9.75,52310,76.54,70382,102.98,27313,39.96,21215,34.75,61332,693,11.30
3969,2019-2020,April,Arunachal Pradesh,2509,911,36.31,687,27.38,1748,254.44,1286,187.19,252,36.68,1144,166.52,1390,202.33,401,58.37,208,16.97,1374,15,10.92
3970,2019-2020,April,Assam,63312,55736,88.03,38626,61.01,42233,109.34,34763,90.00,3599,9.32,49731,128.75,58790,152.20,26938,69.74,9037,24.23,40885,818,20.01
3971,2019-2020,April,Bihar,308215,207339,67.27,186851,60.62,169356,90.64,139114,74.45,109126,58.40,153457,82.13,215734,115.46,73627,39.40,3125,2.62,142078,1581,11.13
3972,2019-2020,April,Chandigarh,4342,2940,67.71,2943,67.78,2200,74.75,1520,51.65,446,15.15,3036,103.16,2120,72.04,2026,68.84,695,36.77,1877,39,20.78
3973,2019-2020,April,Chhattisgarh,50863,45529,89.51,45195,88.86,39795,88.05,35297,78.10,10385,22.98,37504,82.98,48505,107.32,35559,78.68,5726,15.08,37920,757,19.96
3976,2019-2020,April,Delhi,68788,30949,44.99,34373,49.97,23582,68.61,18139,52.77,3175,9.24,42065,122.38,44011,128.04,14527,42.26,6224,34.47,18612,337,18.11
3977,2019-2020,April,Goa,2443,1399,57.27,1665,68.15,984,59.10,821,49.31,158,9.49,1709,102.64,1717,103.12,658,39.52,648,40.27,1611,18,11.17
3978,2019-2020,April,Gujarat,120999,103152,85.25,100794,83.30,98250,97.48,81049,80.41,29464,29.23,109258,108.40,109893,109.03,96910,96.15,15567,18.81,83842,951,11.34
3979,2019-2020,April,Haryana,56711,41801,73.71,34261,60.41,41411,120.87,34606,101.01,16181,47.23,36616,106.87,38252,111.65,34704,101.29,6481,20.12,33436,511,15.28
3980,2019-2020,April,Himachal Pradesh,10280,8842,86.01,6439,62.64,7039,109.32,5906,91.72,2499,38.81,7657,118.92,8078,125.45,6669,103.57,1357,23.51,6306,79,12.53
3982,2019-2020,April,Jharkhand,78178,49086,62.79,61561,78.74,54556,88.62,41809,67.91,12982,21.09,42830,69.57,61065,99.19,21808,35.43,4693,8.51,57898,722,12.47
3983,2019-2020,April,Karnataka,92770,74762,80.59,91463,98.59,77144,84.34,68480,74.87,26589,29.07,90309,98.74,99064,108.31,67027,73.28,23130,31.31,73621,662,8.99
3984,2019-2020,April,Kerala,43631,36739,84.20,41962,96.17,35708,85.10,31592,75.29,1714,4.08,22080,52.62,40805,97.24,2171,5.17,16354,39.23,41595,165,3.97
3985,2019-2020,April,Lakshadweep,126,119,94.44,102,80.95,102,100.00,55,53.92,17,16.67,117,114.71,117,114.71,17,16.67,24,33.33,71,0,0.00
3986,2019-2020,April,Madhya Pradesh,166064,112936,68.01,118886,71.59,122531,103.07,103988,87.47,36535,30.73,127286,107.07,149762,125.97,103639,87.18,10924,11.22,99959,1766,17.67
3987,2019-2020,April,Maharashtra,175999,151034,85.82,156254,88.78,121675,77.87,103528,66.26,54194,34.68,152542,97.62,162722,104.14,106140,67.93,33394,22.33,150285,1060,7.05
3988,2019-2020,April,Manipur,5182,3146,60.71,2518,48.59,3335,132.45,2219,88.13,520,20.65,946,37.57,1987,78.91,296,11.76,697,26.94,3132,16,5.11
3989,2019-2020,April,Meghalaya,12025,4114,34.21,4624,38.45,3456,74.74,2534,54.80,1599,34.58,3368,72.84,4413,95.44,2118,45.80,605,14.91,7198,126,17.50
3990,2019-2020,April,Mizoram,1951,1489,76.32,961,49.26,909,94.59,695,72.32,386,40.17,526,54.73,648,67.43,421,43.81,247,16.54,1646,20,12.15
3991,2019-2020,April,Nagaland,3504,1047,29.88,623,17.78,1664,267.09,991,159.07,315,50.56,325,52.17,731,117.34,178,28.57,214,16.80,1521,20,13.15
3992,2019-2020,April,Odisha,61248,52579,85.85,46393,75.75,46503,100.24,41973,90.47,4685,10.10,35298,76.08,50402,108.64,32843,70.79,11569,22.21,53132,1235,23.24
3993,2019-2020,April,Puducherry,9349,2461,26.32,4183,44.74,1567,37.46,1417,33.88,251,6.00,1035,24.74,5715,136.62,1098,26.25,1073,32.82,3263,28,8.58
3994,2019-2020,April,Punjab,41197,33100,80.35,25356,61.55,36680,144.66,35373,139.51,3014,11.89,17862,70.44,22856,90.14,12259,48.35,8468,38.03,22422,342,15.25
3995,2019-2020,April,Rajasthan,156605,109650,70.02,78849,50.35,97718,123.93,74715,94.76,51238,64.98,86543,109.76,98452,124.86,63559,80.61,10790,12.40,87201,1693,19.41
3996,2019-2020,April,Sikkim,832,664,79.81,462,55.53,596,129.00,602,130.30,65,14.07,566,122.51,541,117.10,358,77.49,211,40.73,511,16,31.31
3997,2019-2020,April,Tamil Nadu,90235,83377,92.40,78844,87.38,77172,97.88,73852,93.67,14847,18.83,50661,64.25,85761,108.77,48076,60.98,33950,44.02,77106,549,7.12
3998,2019-2020,April,Telangana,67325,47553,70.63,56819,84.40,57499,101.20,53755,94.61,6036,10.62,59601,104.90,71287,125.46,21539,37.91,25580,47.36,55640,314,5.64
3999,2019-2020,April,Tripura,5636,3938,69.87,3142,55.75,4464,142.08,3850,122.53,330,10.50,1275,40.58,3497,111.30,132,4.20,974,26.83,3733,63,16.88
4000,2019-2020,April,Uttarakhand,18872,13028,69.03,10979,58.18,14923,135.92,12537,114.19,2847,25.93,11216,102.16,11601,105.67,1857,16.91,1581,17.41,10167,129,12.69
