id,year,month,state,tot_no_pw_reg_anc,no_early_anc_register,early_anc_register,no_anc_4_or_more,anc_4_or_more,no_pw_given_tt1,pw_tt1_given,no_pw_given_tt2,pw_tt2_given,no_pw_given_tt_booster,pw_tt_booster_given,no_pw_given_calcium,pw_calcium,no_pw_given_ifa,pw_ifa,no_pw_given_albendazole,pw_albendazole,tot_c_section_deliveries,c_section_deliveries,tot_chld_born,tot_still_birth,per_still_birth
4479,2020-2021,June,Mizoram,1930,1450,75.13,1080,55.96,1383,128.06,1679,155.46,566,52.41,1100,101.85,1245,115.28,499,46.20,245,20.20,1372,15,10.93
4480,2020-2021,June,Nagaland,3014,834,27.67,503,16.69,1512,300.60,933,185.49,346,68.79,745,148.11,1054,209.54,319,63.42,142,17.55,1078,24,22.26
4481,2020-2021,June,Punjab,12567,10053,80.00,8897,70.80,10933,122.88,11771,132.30,1103,12.40,7807,87.75,9842,110.62,3415,38.38,3032,39.24,7788,134,17.21
4482,2020-2021,June,Sikkim,931,759,81.53,577,61.98,686,118.89,797,138.13,80,13.86,541,93.76,537,93.07,419,72.62,345,61.28,579,12,20.73
4483,2020-2021,June,Telangana,60047,40463,67.39,43431,72.33,50614,116.54,53552,123.30,5198,11.97,64325,148.11,64688,148.94,31408,72.32,24172,57.56,43121,882,20.45
4484,2020-2021,June,Uttar Pradesh,606914,363741,59.93,419138,69.06,447662,106.81,345382,82.40,140246,33.46,451878,107.81,499379,119.14,161242,38.47,17982,8.62,236034,3002,12.72
4485,2020-2021,June,West Bengal,157671,130750,82.93,90477,57.38,167739,185.39,148896,164.57,16313,18.03,86175,95.25,119139,131.68,87893,97.14,27655,36.61,77184,1274,16.51
4487,2020-2021,All,Arunachal Pradesh,6387,2485,38.91,1428,22.36,4479,313.66,3104,217.37,930,65.13,1934,135.43,3435,240.55,645,45.17,613,21.84,3090,44,14.24
4488,2020-2021,All,Chhattisgarh,160402,141883,88.45,138137,86.12,130171,94.23,121612,88.04,33171,24.01,123283,89.25,156624,113.38,119115,86.23,16025,15.27,105288,2737,26.00
4490,2020-2021,All,Gujarat,325157,256256,78.81,222759,68.51,222765,100.00,189723,85.17,72408,32.51,309467,138.92,305810,137.28,258863,116.21,32936,18.52,181502,2755,15.18
4491,2020-2021,All,Haryana,151305,110220,72.85,81857,54.10,102982,125.81,86928,106.19,36505,44.60,98755,120.64,89806,109.71,90860,111.00,17302,18.67,97629,1499,15.35
4493,2020-2021,All,Karnataka,283232,223542,78.93,231027,81.57,205032,88.75,178014,77.05,75707,32.77,280670,121.49,289608,125.36,201589,87.26,68199,33.91,202548,2133,10.53
4494,2020-2021,All,Lakshadweep,326,279,85.58,306,93.87,223,72.88,214,69.93,63,20.59,317,103.59,325,106.21,74,24.18,109,37.72,286,4,13.99
4495,2020-2021,All,Meghalaya,31443,11871,37.75,12250,38.96,16770,136.90,12053,98.39,7197,58.75,8491,69.31,14882,121.49,8112,66.22,1804,16.72,19306,564,29.21
4496,2020-2021,All,Mizoram,5962,4514,75.71,2929,49.13,3960,135.20,3421,116.80,1555,53.09,3077,105.05,3585,122.40,1295,44.21,675,18.70,4084,36,8.81
4497,2020-2021,All,Nagaland,7867,2176,27.66,1103,14.02,4034,365.73,2228,201.99,883,80.05,1922,174.25,2831,256.66,764,69.27,479,18.70,3574,82,22.94
4498,2020-2021,All,Punjab,43985,35537,80.79,26683,60.66,38312,143.58,35396,132.65,3752,14.06,22535,84.45,28684,107.50,10711,40.14,9377,39.24,23937,368,15.37
4499,2020-2021,All,Sikkim,2707,2179,80.50,1536,56.74,2275,148.11,2085,135.74,236,15.36,1611,104.88,1746,113.67,1206,78.52,829,49.55,1688,41,24.29
4500,2020-2021,All,Telangana,197186,135052,68.49,139153,70.57,164784,118.42,158903,114.19,18119,13.02,204897,147.25,205488,147.67,91510,65.76,73609,55.90,131510,1425,10.84
4501,2020-2021,All,Uttar Pradesh,1120172,662007,59.10,760764,67.91,811034,106.61,562566,73.95,242020,31.81,805722,105.91,914226,120.17,281456,37.00,46623,8.77,595750,7897,13.26
4502,2020-2021,All,West Bengal,419560,361018,86.05,228778,54.53,349006,152.55,246938,107.94,31101,13.59,221022,96.61,304047,132.90,207373,90.64,81666,34.76,239774,4005,16.70
4503,2017-2018,April,All States,2493542,1632693,65.48,1277459,51.23,1837916,143.87,1478629,115.75,492870,38.58,794785,62.22,1660512,129.99,560706,43.89,266463,20.51,1412426,18690,13.23
4504,2017-2018,May,All States,2482021,1579335,63.63,1393763,56.15,1816479,130.33,1670130,119.83,490005,35.16,870549,62.46,1767565,126.82,623869,44.76,286125,19.72,1570945,21422,13.64
4505,2017-2018,June,All States,2531275,1608820,63.56,1484987,58.67,1823766,122.81,1634008,110.04,510452,34.37,939837,63.29,1879605,126.57,677456,45.62,281378,19.06,1608867,21952,13.64
4506,2017-2018,July,All States,2572492,1604929,62.39,1569193,61.00,1843501,117.48,1704606,108.63,523677,33.37,986711,62.88,1946270,124.03,713614,45.48,300364,18.49,1755482,24458,13.93
4507,2017-2018,August,All States,2345001,1459234,62.23,1539348,65.64,1654654,107.49,1571886,102.11,474593,30.83,941030,61.13,1784775,115.94,686425,44.59,321559,17.62,1967607,27365,13.91
4508,2017-2018,September,All States,2349726,1489778,63.40,1580182,67.25,1678357,106.21,1517002,96.00,466340,29.51,968532,61.29,1822250,115.32,714666,45.23,317506,17.36,1981182,26684,13.47
4509,2017-2018,October,All States,2290189,1446843,63.18,1576184,68.82,1661620,105.42,1583999,100.50,454229,28.82,1010530,64.11,1845741,117.10,691092,43.85,328209,18.05,1975433,25931,13.13
4510,2017-2018,November,All States,2291150,1466009,63.99,1555251,67.88,1651342,106.18,1516386,97.50,459566,29.55,1045464,67.22,1870127,120.25,715596,46.01,317061,18.48,1850376,24852,13.43
4511,2017-2018,December,All States,2255184,1466582,65.03,1597310,70.83,1620258,101.44,1501760,94.02,456054,28.55,1090869,68.29,1863987,116.70,733271,45.91,305770,18.86,1761786,23013,13.06
4512,2017-2018,January,All States,2361861,1524791,64.56,1576521,66.75,1648249,104.55,1484228,94.15,460966,29.24,1099102,69.72,1852673,117.52,749961,47.57,290720,18.91,1674708,22101,13.20
4513,2017-2018,February,All States,2432135,1616016,66.44,1591202,65.42,1735542,109.07,1462306,91.90,487942,30.66,1161616,73.00,1963907,123.42,792619,49.81,268544,18.98,1541877,20095,13.03
4514,2017-2018,March,All States,2597829,1690023,65.06,1677171,64.56,1868517,111.41,1653727,98.60,512976,30.59,1237844,73.81,2167804,129.25,835591,49.82,304888,19.55,1683685,21379,12.70
4515,2017-2018,All,All States,29002405,18585053,64.08,18418571,63.51,20840201,113.15,18778667,101.96,5789670,31.43,12146869,65.95,22425216,121.75,8494866,46.12,3588587,18.72,20784374,277942,13.37
4516,2018-2019,April,All States,2358603,1613002,68.39,1543629,65.45,1723853,111.68,1429001,92.57,479365,31.05,1180002,76.44,1826969,118.36,818266,53.01,288974,21.19,1445140,18577,12.85
4517,2018-2019,May,All States,2454289,1638514,66.76,1641349,66.88,1781321,108.53,1636375,99.70,490305,29.87,1256454,76.55,1945667,118.54,859836,52.39,309961,20.95,1574029,21053,13.38
4518,2018-2019,June,All States,2497975,1676937,67.13,1684058,67.42,1822240,108.21,1602002,95.13,525044,31.18,1287048,76.43,2099867,124.69,897056,53.27,300302,20.64,1552008,21077,13.58
4519,2018-2019,July,All States,2597362,1717371,66.12,1775610,68.36,1878379,105.79,1708437,96.22,536335,30.21,1330731,74.95,2120401,119.42,934736,52.64,316831,19.93,1685470,22788,13.52
4520,2018-2019,August,All States,2311649,1536997,66.49,1748145,75.62,1668161,95.42,1611646,92.19,480171,27.47,1282542,73.37,1930370,110.42,867653,49.63,348219,19.39,1902349,25160,13.23
4521,2018-2019,September,All States,2409524,1616582,67.09,1830093,75.95,1746606,95.44,1580631,86.37,487568,26.64,1388608,75.88,2090836,114.25,892318,48.76,354488,19.21,1961504,26202,13.36
4522,2018-2019,October,All States,2291096,1565229,68.32,1830433,79.89,1648245,90.05,1559645,85.21,468937,25.62,1381987,75.50,2018726,110.29,887091,48.46,364325,19.62,1961323,25683,13.09
4523,2018-2019,November,All States,2213880,1536089,69.38,1804209,81.50,1611385,89.31,1495055,82.86,447360,24.80,1338236,74.17,1908363,105.77,870110,48.23,351752,19.51,1908100,24734,12.96
4524,2018-2019,December,All States,2186725,1508326,68.98,1750412,80.05,1586833,90.65,1424175,81.36,428098,24.46,1363918,77.92,1900192,108.56,893228,51.03,340663,20.20,1775635,22855,12.87
4525,2018-2019,January,All States,2293822,1608385,70.12,1759188,76.69,1657721,94.23,1450957,82.48,462451,26.29,1431529,81.37,1970399,112.01,896470,50.96,335138,20.19,1758028,22523,12.81
4526,2018-2019,February,All States,2481730,1743924,70.27,1787536,72.03,1799473,100.67,1491495,83.44,507158,28.37,1521599,85.12,2116962,118.43,956115,53.49,294755,20.02,1560809,19767,12.66
4527,2018-2019,March,All States,2688935,1826469,67.93,1936296,72.01,1908752,98.58,1709904,88.31,558528,28.85,1727482,89.22,2475269,127.84,1025298,52.95,343619,20.01,1804279,22269,12.34
4528,2018-2019,All,All States,28785590,19587825,68.05,21090958,73.27,20832969,98.78,18699323,88.66,5871320,27.84,16490136,78.19,24404021,115.71,10798177,51.20,3949027,20.02,20888674,272688,13.05
4529,2019-2020,April,All States,2376705,1711086,71.99,1698915,71.48,1670971,98.36,1400166,82.42,487727,28.71,1469631,86.50,1968173,115.85,975134,57.40,307651,21.83,1484655,18790,12.66
4530,2019-2020,May,All States,2476342,1738873,70.22,1821597,73.56,1716549,94.23,1512865,83.05,500999,27.50,1596344,87.63,2123043,116.55,1018830,55.93,331549,21.46,1623164,20978,12.92
4531,2019-2020,June,All States,2605607,1833408,70.36,1898700,72.87,1859405,97.93,1610681,84.83,538820,28.38,1715819,90.37,2258280,118.94,1082704,57.02,319014,20.60,1630878,20713,12.70
4532,2019-2020,July,All States,2605782,1831423,70.28,1997567,76.66,1892248,94.73,1709158,85.56,560931,28.08,1803204,90.27,2297137,115.00,1115457,55.84,348282,20.36,1796410,22315,12.42
4533,2019-2020,August,All States,2397060,1681665,70.16,1997408,83.33,1727092,86.47,1653863,82.80,522825,26.18,1742812,87.25,2170904,108.69,1070184,53.58,371184,19.58,1997061,24999,12.52
4534,2019-2020,September,All States,2355310,1677365,71.22,1996540,84.77,1711535,85.73,1576669,78.97,500823,25.08,1749039,87.60,2140814,107.23,1072965,53.74,363059,19.40,1960708,25153,12.83
4535,2019-2020,October,All States,2272902,1616629,71.13,1971836,86.75,1635056,82.92,1551515,78.68,484911,24.59,1801892,91.38,2150552,109.06,1039481,52.72,382677,20.37,1972384,24551,12.45
4536,2019-2020,November,All States,2357122,1694399,71.88,1975587,83.81,1677466,84.91,1496342,75.74,498573,25.24,1742906,88.22,2116231,107.12,1062386,53.78,378796,20.49,1935518,23497,12.14
4537,2019-2020,December,All States,2326885,1686467,72.48,1956172,84.07,1657287,84.72,1526023,78.01,502621,25.69,1768716,90.42,2126079,108.69,1083270,55.38,360129,20.35,1853785,22630,12.21
4538,2019-2020,January,All States,2421682,1792036,74.00,1955080,80.73,1712635,87.60,1502859,76.87,508631,26.02,1799457,92.04,2157626,110.36,1100354,56.28,354890,21.04,1765936,21024,11.91
4539,2019-2020,February,All States,2563359,1918275,74.83,1986812,77.51,1852972,93.26,1548080,77.92,552796,27.82,1926660,96.97,2271566,114.33,1175480,59.16,320144,20.86,1611436,19100,11.85
4540,2019-2020,March,All States,2262717,1697928,75.04,1799180,79.51,1623209,90.22,1499307,83.33,485683,26.99,1801119,100.11,2113233,117.46,1082161,60.15,314730,20.60,1601153,19581,12.23
4541,2019-2020,All,All States,29021473,20879554,71.95,23055394,79.44,20736425,89.94,18587528,80.62,6145340,26.65,20917599,90.73,25893638,112.31,12878406,55.86,4152105,20.53,21233088,263331,12.40
4542,2020-2021,April,All States,576490,454793,78.89,364968,63.31,305021,83.57,244944,67.11,74795,20.49,412685,113.07,462784,126.80,299712,82.12,116314,24.32,495080,7139,14.42
4543,2020-2021,May,All States,1070196,737961,68.96,713322,66.65,862738,120.95,587049,82.30,212160,29.74,781547,109.56,892213,125.08,466866,65.45,127677,23.51,580167,8714,15.02
4544,2020-2021,June,All States,1187222,806197,67.91,817459,68.85,931451,113.94,809121,98.98,249082,30.47,916471,112.11,1010566,123.62,522080,63.87,125910,23.19,580936,8733,15.03
4545,2020-2021,All,All States,2833908,1998951,70.54,1895749,66.90,2099210,110.73,1641114,86.57,536037,28.28,2110703,111.34,2365563,124.78,1288658,67.98,369901,23.65,1656183,24586,14.84
3045,2017-2018,April,Jammu and Kashmir,29009,17045,58.76,16384,56.48,13839,84.47,12621,77.03,4086,24.94,5321,32.48,12960,79.10,2922,17.83,4779,37.81,13425,285,21.23
3081,2017-2018,May,Jammu and Kashmir,32108,19518,60.79,20802,64.79,14685,70.59,12822,61.64,4665,22.43,8044,38.67,16558,79.60,3813,18.33,5565,38.06,15529,327,21.06
3117,2017-2018,June,Jammu and Kashmir,30312,18669,61.59,17464,57.61,14966,85.70,12586,72.07,4252,24.35,6087,34.85,17553,100.51,4400,25.19,5801,37.65,16221,339,20.90
3153,2017-2018,July,Jammu and Kashmir,34242,21677,63.31,20222,59.06,16426,81.23,13436,66.44,4291,21.22,7754,38.34,18696,92.45,5617,27.78,6276,39.78,16810,309,18.38
3189,2017-2018,August,Jammu and Kashmir,34275,22123,64.55,19712,57.51,16505,83.73,14092,71.49,4607,23.37,6734,34.16,17740,90.00,5114,25.94,6423,38.97,17376,274,15.77
3225,2017-2018,September,Jammu and Kashmir,30515,20192,66.17,22750,74.55,16133,70.91,14762,64.89,4660,20.48,8114,35.67,19115,84.02,5320,23.38,6161,38.62,16641,299,17.97
3261,2017-2018,October,Jammu and Kashmir,31990,21030,65.74,18709,58.48,16567,88.55,16046,85.77,4575,24.45,9003,48.12,17237,92.13,5409,28.91,5522,39.41,14803,268,18.10
3297,2017-2018,November,Jammu and Kashmir,33794,22430,66.37,20636,61.06,17725,85.89,15179,73.56,5055,24.50,10610,51.42,18107,87.74,6037,29.25,5480,40.23,14407,249,17.28
3333,2017-2018,December,Jammu and Kashmir,33100,22492,67.95,19978,60.36,16503,82.61,15622,78.20,4748,23.77,10562,52.87,17685,88.52,5863,29.35,5564,40.38,14411,321,22.27
3369,2017-2018,January,Jammu and Kashmir,33174,22385,67.48,21036,63.41,15586,74.09,13235,62.92,4306,20.47,9399,44.68,16774,79.74,4771,22.68,6000,39.41,15892,314,19.76
3405,2017-2018,February,Jammu and Kashmir,36769,24426,66.43,23803,64.74,18934,79.54,16061,67.47,5279,22.18,13210,55.50,21157,88.88,6397,26.87,6025,38.52,16518,323,19.55
3441,2017-2018,March,Jammu and Kashmir,40019,26878,67.16,26363,65.88,20910,79.32,18475,70.08,5993,22.73,13913,52.77,21383,81.11,7475,28.35,7117,39.36,18661,344,18.43
3477,2017-2018,All,Jammu and Kashmir,399307,258865,64.83,247859,62.07,198779,80.20,174937,70.58,56517,22.80,108751,43.88,214965,86.73,63138,25.47,70713,39.02,190694,3652,19.15
3513,2018-2019,April,Jammu and Kashmir,30877,20271,65.65,20798,67.36,14471,69.58,13837,66.53,3537,17.01,9707,46.67,13807,66.39,5408,26.00,5228,38.16,13787,294,21.32
3549,2018-2019,May,Jammu and Kashmir,34004,23384,68.77,24143,71.00,15817,65.51,14447,59.84,4322,17.90,10272,42.55,13763,57.01,5551,22.99,6557,40.55,16964,327,19.28
3585,2018-2019,June,Jammu and Kashmir,31125,21709,69.75,23402,75.19,15429,65.93,13979,59.73,4205,17.97,10001,42.74,12955,55.36,5062,21.63,6620,39.34,17708,382,21.57
3621,2018-2019,July,Jammu and Kashmir,35132,24586,69.98,23911,68.06,17571,73.49,14851,62.11,4992,20.88,12494,52.25,12665,52.97,5531,23.13,7116,41.23,17825,333,18.68
3657,2018-2019,August,Jammu and Kashmir,31963,21912,68.55,23951,74.93,15497,64.70,14511,60.59,4584,19.14,10469,43.71,11442,47.77,5720,23.88,7030,41.25,17642,312,17.69
3693,2018-2019,September,Jammu and Kashmir,31760,21757,68.50,24016,75.62,16627,69.23,14402,59.97,5115,21.30,10094,42.03,11085,46.16,5295,22.05,6533,40.35,16646,277,16.64
3729,2018-2019,October,Jammu and Kashmir,29516,20298,68.77,20735,70.25,14999,72.34,13961,67.33,4296,20.72,9769,47.11,10185,49.12,5069,24.45,6241,42.19,15294,317,20.73
3765,2018-2019,November,Jammu and Kashmir,31097,21409,68.85,25724,82.72,16684,64.86,15038,58.46,4674,18.17,9442,36.71,10393,40.40,5400,20.99,6025,41.08,15287,298,19.49
3801,2018-2019,December,Jammu and Kashmir,34165,23672,69.29,26642,77.98,17852,67.01,15641,58.71,5050,18.96,9572,35.93,11220,42.11,5644,21.18,6391,42.34,15893,314,19.76
3837,2018-2019,January,Jammu and Kashmir,32773,22326,68.12,25665,78.31,16927,65.95,15772,61.45,4990,19.44,18302,71.31,11341,44.19,5503,21.44,6420,41.47,15842,310,19.57
3873,2018-2019,February,Jammu and Kashmir,28394,19517,68.74,21663,76.29,15224,70.28,14134,65.24,4279,19.75,17914,82.69,9495,43.83,5371,24.79,6105,42.53,14826,312,21.04
3909,2018-2019,March,Jammu and Kashmir,44286,25849,58.37,28158,63.58,20275,72.00,15974,56.73,5607,19.91,19892,70.64,11926,42.35,7279,25.85,7136,41.01,18217,338,18.55
3945,2018-2019,All,Jammu and Kashmir,395092,266690,67.50,288808,73.10,197373,68.34,176547,61.13,55651,19.27,147928,51.22,140277,48.57,66833,23.14,77402,40.96,195931,3814,19.47
3981,2019-2020,April,Jammu and Kashmir,27970,18987,67.88,22651,80.98,14789,65.29,14341,63.31,3561,15.72,7759,34.25,10238,45.20,5257,23.21,5464,43.99,12992,268,20.63
4017,2019-2020,May,Jammu and Kashmir,31197,21376,68.52,23166,74.26,16000,69.07,14221,61.39,4270,18.43,8733,37.70,11101,47.92,5174,22.33,6985,43.68,16741,312,18.64
4053,2019-2020,June,Jammu and Kashmir,30868,21032,68.14,22177,71.84,16639,75.03,14365,64.77,4166,18.79,9368,42.24,11350,51.18,5686,25.64,6645,41.56,16756,300,17.90
4089,2019-2020,July,Jammu and Kashmir,34127,21729,63.67,23184,67.93,17985,77.58,15017,64.77,4915,21.20,8925,38.50,11761,50.73,5027,21.68,7215,43.99,17146,270,15.75
4125,2019-2020,August,Jammu and Kashmir,25667,16293,63.48,25294,98.55,13633,53.90,13263,52.44,3669,14.51,8036,31.77,9740,38.51,5135,20.30,7119,43.88,16754,274,16.35
4161,2019-2020,September,Jammu and Kashmir,29935,20202,67.49,27681,92.47,18031,65.14,13595,49.11,4769,17.23,8853,31.98,12181,44.00,5628,20.33,6906,43.97,16557,270,16.31
4197,2019-2020,October,Jammu and Kashmir,28328,19792,69.87,27420,96.79,16226,59.18,15124,55.16,4383,15.98,8869,32.35,12718,46.38,5365,19.57,6141,43.25,14954,271,18.12
4233,2019-2020,November,Jammu and Kashmir,28984,19488,67.24,28667,98.91,16146,56.32,14297,49.87,4392,15.32,8773,30.60,13427,46.84,4903,17.10,6030,43.50,14505,257,17.72
4269,2019-2020,December,Jammu and Kashmir,31612,20838,65.92,23124,73.15,17275,74.71,14877,64.34,4791,20.72,8394,36.30,15641,67.64,5077,21.96,6332,44.68,14930,255,17.08
4305,2019-2020,January,Jammu and Kashmir,30436,20250,66.53,19722,64.80,16537,83.85,14799,75.04,3965,20.10,9103,46.16,15749,79.85,5248,26.61,6868,43.88,16383,304,18.56
4341,2019-2020,February,Jammu and Kashmir,32717,21974,67.16,21502,65.72,18013,83.77,14843,69.03,4942,22.98,11159,51.90,18220,84.74,6318,29.38,6308,43.06,15368,343,22.32
4377,2019-2020,March,Jammu and Kashmir,26783,18814,70.25,19818,73.99,16222,81.85,15007,75.72,4086,20.62,10001,50.46,17102,86.30,5551,28.01,7444,42.30,18298,406,22.19
4413,2019-2020,All,Jammu and Kashmir,358624,240775,67.14,284406,79.30,197496,69.44,173749,61.09,51909,18.25,107973,37.96,159228,55.99,64369,22.63,79457,43.45,191384,3530,18.44
4441,2020-2021,April,Jammu and Kashmir,18433,11844,64.25,12169,66.02,9625,79.09,9417,77.39,2813,23.12,6211,51.04,10384,85.33,3389,27.85,5445,44.90,12639,307,24.29
4458,2020-2021,May,Jammu and Kashmir,27809,17690,63.61,15979,57.46,16232,101.58,12148,76.02,4371,27.35,9264,57.98,15554,97.34,4452,27.86,6586,44.46,15603,337,21.60
4475,2020-2021,June,Jammu and Kashmir,28312,17374,61.37,16821,59.41,14949,88.87,14244,84.68,4253,25.28,9373,55.72,16193,96.27,4982,29.62,6748,46.23,15588,319,20.46
4492,2020-2021,All,Jammu and Kashmir,74554,46908,62.92,44969,60.32,40806,90.74,35809,79.63,11437,25.43,24848,55.26,42131,93.69,12823,28.52,18779,45.21,43830,963,21.97
3039,2017-2018,April,Daman and Diu,679,589,86.75,425,62.59,535,125.88,391,92.00,74,17.41,483,113.65,487,114.59,216,50.82,72,25.90,279,1,3.58
3075,2017-2018,May,Daman and Diu,549,451,82.15,525,95.63,505,96.19,407,77.52,103,19.62,325,61.90,392,74.67,154,29.33,55,22.45,224,1,4.46
3111,2017-2018,June,Daman and Diu,710,628,88.45,522,73.52,558,106.90,467,89.46,100,19.16,493,94.44,522,100.00,250,47.89,58,22.92,251,4,15.94
3147,2017-2018,July,Daman and Diu,688,480,69.77,508,73.84,543,106.89,524,103.15,97,19.09,539,106.10,624,122.83,275,54.13,81,29.03,285,0,0.00
3183,2017-2018,August,Daman and Diu,567,394,69.49,428,75.49,390,91.12,407,95.09,85,19.86,460,107.48,520,121.50,167,39.02,76,24.28,309,7,22.65
3219,2017-2018,September,Daman and Diu,673,501,74.44,566,84.10,506,89.40,329,58.13,84,14.84,596,105.30,592,104.59,195,34.45,93,28.79,327,0,0.00
3255,2017-2018,October,Daman and Diu,635,562,88.50,485,76.38,515,106.19,395,81.44,94,19.38,602,124.12,593,122.27,164,33.81,102,26.15,390,1,2.56
3291,2017-2018,November,Daman and Diu,736,602,81.79,597,81.11,570,95.48,462,77.39,102,17.09,733,122.78,730,122.28,249,41.71,91,26.84,337,2,5.93
3327,2017-2018,December,Daman and Diu,556,443,79.68,479,86.15,424,88.52,419,87.47,80,16.70,594,124.01,591,123.38,199,41.54,86,25.60,339,0,0.00
3363,2017-2018,January,Daman and Diu,719,572,79.55,502,69.82,558,111.16,439,87.45,115,22.91,616,122.71,613,122.11,342,68.13,87,27.02,320,3,9.38
3399,2017-2018,February,Daman and Diu,682,575,84.31,480,70.38,550,114.58,444,92.50,37,7.71,530,110.42,467,97.29,184,38.33,69,28.75,237,3,12.66
3435,2017-2018,March,Daman and Diu,694,576,83.00,495,71.33,567,114.55,468,94.55,120,24.24,619,125.05,596,120.40,237,47.88,75,26.60,285,1,3.51
3471,2017-2018,All,Daman and Diu,7888,6373,80.79,6012,76.22,6221,103.48,5152,85.70,1091,18.15,6590,109.61,6727,111.89,2632,43.78,945,26.25,3583,23,6.42
3507,2018-2019,April,Daman and Diu,599,545,90.98,512,85.48,561,109.57,446,87.11,101,19.73,652,127.34,664,129.69,197,38.48,79,26.33,296,2,6.76
3543,2018-2019,May,Daman and Diu,663,536,80.84,473,71.34,497,105.07,500,105.71,151,31.92,654,138.27,584,123.47,211,44.61,118,36.88,316,1,3.16
3579,2018-2019,June,Daman and Diu,612,546,89.22,442,72.22,515,116.52,421,95.25,96,21.72,658,148.87,608,137.56,254,57.47,85,30.04,285,1,3.51
3615,2018-2019,July,Daman and Diu,499,472,94.59,402,80.56,473,117.66,449,111.69,135,33.58,637,158.46,678,168.66,304,75.62,91,33.83,269,3,11.15
3651,2018-2019,August,Daman and Diu,560,513,91.61,516,92.14,514,99.61,465,90.12,121,23.45,750,145.35,720,139.53,353,68.41,108,28.95,372,1,2.69
